,col1,ra,dec,type,u,g,r,i,z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,specobjid,redshift,redshiftErr,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,sii_6717_flux_err,sii_6731_flux_err,oi_6300_flux_err,logMass,logMass_err,Log_NII_on_Halpha,Log_OIII_on_Hbeta,Log_NII_on_Halpha_err,Log_OIII_on_Hbeta_err,Category
232,408,229.18205993820908,28.56782146790905,3,18.83655,16.89235,16.021986,15.592389,15.266016,0.03172738,0.004255753,0.0033961157,0.0033858446,0.0068554296,2077303264713402368,0.07254391,1.3850564e-05,35.499504,15.913287,20.658186,46.370266,17.428202,12.718416,5.1823025,3.8229883,3.292083,3.3555315,3.6526291,3.2522776,3.231177,3.1773899,10.804443591020323,0.0201685635997242,0.11601730208125392,0.11333228790539583,0.1334251826056282,0.2630241196477072,Liner
233,409,228.57500820105795,28.211304409567063,3,19.396326,17.962084,17.40919,16.91441,16.694365,0.07515842,0.0076080747,0.0074262293,0.008245893,0.019334061,2077309037149448192,0.0725847,6.739067e-06,457.63058,102.9798,101.05011,128.88194,101.515045,70.8777,21.086172,4.5358057,2.7063274,2.855399,2.376841,2.366293,2.1322284,1.6944809,10.405033884568711,0.0262933519005353,-0.5503229726856552,-0.008215253425347116,0.02093669697723701,0.03858912192684341,SF
234,411,228.4847540779283,28.190833123937885,3,19.523964,18.214853,17.458456,17.068712,16.768717,0.0654479,0.009134528,0.007214712,0.007505295,0.017854083,2077323605678516224,0.11538856,1.4137837e-05,97.22756,23.37047,9.279692,34.35863,13.319082,9.962737,2.2861974,4.942989,2.0901163,2.056677,3.521616,1.7226715,1.6511917,1.476273,10.708235834057673,0.0580602167136906,-0.45175354828769176,-0.4011338846153655,0.11441169553799674,0.23899625758808987,SF
235,412,228.44337310477795,28.68357619351217,3,19.529062,18.371027,17.837599,17.528217,17.348055,0.054519966,0.009851375,0.009188488,0.010408885,0.034648847,2077332676649445376,0.08143586,7.5985263e-06,137.13051,41.42117,21.303173,35.66273,28.89906,31.431097,3.1924832,2.1601396,2.0124414,1.831415,1.486309,1.4658625,4.305896,1.1363746,10.021835463929351,0.0778291045109205,-0.5849195056161227,-0.288778067771825,0.044554417862909375,0.0987480486572762,SF
236,415,231.13842826562967,28.00212722760045,3,18.542156,17.38794,16.964476,16.748943,16.79097,0.0458087,0.008020304,0.008840104,0.010759576,0.08215808,2078419819257948160,0.03159638,9.930389e-06,70.493996,21.058784,34.509384,10.282445,18.30283,9.665232,3.8224952,2.0135949,2.1948595,2.441457,1.3004432,1.5275693,1.4221116,1.5386059,9.20974840111117,0.0607327539447072,-0.8360557343631096,0.21450391705699595,0.12965769208282435,0.1259688605573097,SF
237,417,229.01729291828684,28.038547534491794,3,20.028593,18.550447,17.742004,17.354,17.043066,0.08821271,0.0101074055,0.0077811237,0.008056968,0.019936161,2078495960438171648,0.11189688,1.4304277e-05,99.71212,18.856916,29.437033,52.62168,18.864744,11.304779,5.68966,2.75997,2.1797907,2.6153839,2.6783624,2.026432,1.9984583,1.617928,10.706082355335376,0.0750325724367128,-0.2775832407200874,0.19342336825308082,0.057937909454284134,0.14579525605053612,Comp.
238,418,229.065073244304,27.977843218155662,3,19.43492,17.972294,17.293396,16.926365,16.647554,0.0568549,0.007237914,0.006075407,0.0063850535,0.015584166,2078498434339334144,0.085256286,1.2069701e-05,119.481316,34.09729,11.226537,44.099686,23.342634,15.117395,2.5533762,2.6686556,2.382936,2.2824028,2.1659343,2.4147472,2.4692688,1.8410208,10.331805575903516,0.0985659012377621,-0.43286450019569267,-0.48247405127946896,0.053954629532377826,0.21498076115517015,SF
239,419,229.6794376726519,29.233466143239145,3,18.239191,17.282902,16.884369,16.540342,16.378815,0.018431058,0.0051556937,0.0049181315,0.005431384,0.0129548,2078502007752124416,0.07771941,7.2409066e-06,489.32916,122.91365,114.611015,126.60846,106.299355,70.21017,23.260468,5.3455777,3.1095917,3.3235319,2.624212,3.2898855,2.684879,1.8525691,10.369286198078475,0.0185082654213139,-0.587138370630095,-0.03037375684161111,0.023429646054341703,0.038483037805425106,SF
240,421,230.9786306924752,28.57080826703216,3,19.673798,18.491749,17.83411,17.465559,17.223755,0.044167902,0.008939163,0.0073050894,0.007968955,0.01992891,2078563580403279872,0.11953452,1.1186162e-05,136.47668,31.151737,17.590837,55.4537,23.76674,16.262627,5.4989166,3.8639164,2.3310864,2.3179438,2.816954,2.0914588,1.9427807,1.6825835,10.616078524477858,0.0417710321134305,-0.3911279204959801,-0.24819576326868298,0.05815524466662683,0.15153500970956216,SF
241,422,230.5155793215931,28.181652555338346,3,19.084671,18.120106,17.763165,17.504128,17.39198,0.044305455,0.007986859,0.008731009,0.011966899,0.04011387,2079591074069768192,0.070822716,7.4695513e-06,222.61754,66.24964,33.36383,64.216286,48.785553,37.41037,5.7102404,3.3644886,2.3239822,2.2505562,1.9681555,1.9199623,1.7120135,1.2619019,9.710649165840964,0.0473882099136954,-0.5399141951489551,-0.2979076230113532,0.034172568178748114,0.07603105382604564,SF
242,425,229.7059362399724,28.703830768690985,3,19.836906,18.344198,17.543686,17.104145,16.760986,0.08147052,0.010132358,0.008079521,0.008131262,0.022531582,2079632305755809792,0.11585847,1.8477249e-05,72.55329,14.4904995,10.581383,31.740784,17.86476,13.142154,5.11298,3.0173392,2.024105,2.142206,2.6059442,2.0222125,1.8814874,1.5285889,10.878597677652351,0.0453179744700138,-0.3590394610678752,-0.13654092199284731,0.09203313171295885,0.2459635854125071,Comp.
243,430,231.6365179461743,29.858055471147,3,18.595472,16.891333,15.988115,15.470236,15.072186,0.039493244,0.005073322,0.0038885104,0.003944465,0.008977716,1857752766605191168,0.06643665,1.0477637e-05,308.43176,47.333717,17.736166,132.67767,44.734802,26.701952,7.4277587,5.7432203,3.7256856,3.5725327,4.4175572,3.675556,3.5933034,3.013503,11.04270396709152,0.0040716821407554,-0.3663612559712786,-0.4263108650167998,0.03814859488660177,0.21625918517300072,SF
244,433,229.85608666500312,29.73863321017712,3,19.251995,18.106466,17.497456,17.097187,16.864222,0.030447101,0.0067354506,0.005724537,0.006107758,0.015781632,1857814064378439680,0.08110275,6.410372e-06,458.1314,101.41109,39.06545,163.91455,60.392235,36.678898,12.741048,5.3781686,3.2448308,2.9052331,3.2762656,2.7664845,4.950586,2.0939724,10.480830536938004,0.0214342952292655,-0.4463725532684362,-0.4142926193131477,0.023180129976571904,0.08095954004777066,SF
245,435,232.34765284012832,28.76307638666416,3,19.252747,18.508978,18.421423,18.153637,18.178677,0.03199469,0.008404209,0.010026682,0.012109912,0.039713457,1860049927665641472,0.073053755,6.1508126e-06,513.72577,168.48346,554.6138,23.552073,56.29097,37.275757,16.651798,4.936946,3.1334145,6.252898,1.2666007,1.7062485,1.6087425,1.2376794,9.270736560995667,0.0120949927999852,-1.3387022130013655,0.51743339890397,0.054630632608324035,0.021748265520246907,SF
246,436,232.1914373112936,29.02330429546497,3,18.982351,17.388868,16.539017,16.108301,15.790135,0.042787954,0.0059300424,0.0046289396,0.0048519513,0.011184351,1860061197659826176,0.06727237,1.6896767e-05,104.567535,28.859377,10.4439335,44.33749,11.53089,9.419399,2.3463051,3.4427383,2.8000352,2.797967,2.9272187,2.4753776,2.6183367,2.228744,10.805468490633212,0.0352077708218071,-0.37262576686518534,-0.44142285369141765,0.07377516199245504,0.2849313278026201,SF
247,437,232.0137103687049,29.450646499254905,3,18.40106,17.325048,16.79162,16.45111,16.243616,0.02445999,0.005403128,0.005396768,0.0052194907,0.015199649,1860082638136567808,0.11451934,7.496049e-06,341.8978,87.045654,23.200699,138.10342,54.203716,36.776897,7.340672,5.9199286,3.2227104,3.6866436,4.1119123,2.9601662,2.6381629,2.1121793,10.847468971633065,0.0293156225708234,-0.39369187266122635,-0.5742460229296317,0.03444279555561904,0.16315835363108666,SF
248,438,232.5425668008367,29.50699873752884,3,19.489666,18.267094,17.564604,17.16354,16.814497,0.038410682,0.007069272,0.0059665735,0.006221019,0.016087284,1860104903247030272,0.11460898,1.2991659e-05,240.4553,64.743004,29.29887,117.41367,38.232567,28.684788,9.676453,5.0229015,2.7165413,3.3368974,3.7732563,2.463379,2.290291,1.8927097,10.846729190193551,0.023341104820073,-0.3113156910152633,-0.3443419755023202,0.03832891671645592,0.12137486554100088,Comp.
249,441,230.71149587753428,27.89177028489385,3,19.732536,18.239077,17.414972,16.94559,16.5918,0.05182028,0.007769242,0.0060049705,0.0057547013,0.013901049,2078441534612596736,0.07160162,1.11044055e-05,183.8564,36.335743,15.14352,74.34055,35.080555,25.979832,7.038886,3.1455543,2.0895097,2.1348834,2.398416,2.0543056,1.9545674,1.6230857,10.580238721798,0.0124681780670526,-0.39325298231209066,-0.38010720969322437,0.03651824088520302,0.1522541484372023,SF
250,442,230.1365932330196,27.543630760569915,3,18.459639,17.053307,16.42563,16.049389,15.806118,0.06230444,0.00575245,0.005675628,0.005604402,0.012307403,2078470671670732800,0.07272762,1.1283209e-05,135.24065,33.42045,18.991463,66.79291,34.82428,21.994215,9.899224,2.873017,2.18226,2.2430024,2.400589,2.0975718,1.9796491,1.7409892,10.695674183522325,0.0494383838930965,-0.3063768844243322,-0.24545387155631163,0.041749680070299236,0.1349544482168357,Comp.
251,445,232.0520413796949,27.780429204892982,3,18.42294,17.19669,16.778925,16.482119,16.314695,0.04477777,0.005654045,0.004833037,0.0051673367,0.016699066,2079546543848843264,0.06841088,8.4269e-06,204.18782,53.532482,39.4495,65.67054,50.715836,30.642664,8.957576,3.5568295,2.5236256,2.7151525,2.3947363,2.4023309,2.2284482,1.8294138,10.09263425975911,0.0680914491817094,-0.49265924499238334,-0.1325758764973884,0.04041285008944516,0.08342293435429159,SF
252,446,232.5786168819874,29.209081761154128,3,17.640575,16.658272,16.276384,15.947758,15.826451,0.01574036,0.0040008184,0.0039429935,0.0042555714,0.012052377,1858864377357166592,0.061528217,6.809606e-06,1309.8762,310.7701,161.50171,400.80206,235.89066,171.93488,35.642197,11.149295,4.8201017,4.0257025,4.5134034,3.8060045,3.3103824,2.1312711,10.337044485619913,0.0197327103390666,-0.5143003062244237,-0.2842621024816965,0.014115871690173906,0.029358227739395112,SF
253,447,232.89385351954687,29.32297862109796,3,18.711578,17.501543,16.952757,16.609282,16.382195,0.032929428,0.0054993965,0.005075465,0.0056316163,0.016777156,1858868500525770752,0.06550411,7.685952e-06,240.29453,62.341835,55.37954,97.512184,49.024017,39.766525,11.347234,3.5496488,2.4132483,2.5903423,2.501464,2.0613499,2.03304,1.6675652,10.341648298861363,0.0508557499089505,-0.3916850012257142,-0.05143023732770145,0.029602063416719355,0.06071490191512054,Comp.
254,448,231.15513864042867,29.839142659354174,3,18.93619,17.55384,16.725224,16.2402,15.915706,0.04388571,0.0065644574,0.005098496,0.0051795254,0.013179142,1858907808066463744,0.12268196,1.5395206e-05,176.12706,31.747143,19.744244,71.78932,25.38146,17.873476,5.2523375,4.679027,2.8212771,2.8001456,3.3330717,2.5474923,2.560339,2.1719189,11.314971559208765,0.0186844583758775,-0.38976624605422105,-0.20626413879408984,0.05349177796504529,0.16736343702818957,SF
255,449,231.34750398494623,29.171825357521644,3,17.400858,16.193378,15.664432,15.376805,15.152565,0.023748843,0.0037839743,0.0035670074,0.003968087,0.009962846,1858920727328090112,0.02144214,1.1433225e-05,150.20648,45.26166,22.59592,52.39088,31.63207,21.946642,6.2449703,2.5634902,1.9913895,1.9290123,1.8220989,1.8031232,1.705385,1.5021726,9.59791361118389,0.0977515391583373,-0.45743297552960593,-0.3017004494717087,0.038740645591738766,0.09604054460787244,SF
256,450,231.14157458291425,29.49079066072317,3,19.386139,18.058289,17.383692,16.9918,16.73586,0.06983001,0.008695645,0.007397413,0.008557168,0.025243485,1858930348054833152,0.11343766,1.5200024e-05,123.065216,28.924562,15.39445,39.506405,23.340101,14.779184,5.852643,2.856562,2.0938988,3.6445875,2.3214598,2.1308749,1.8453552,1.5455766,10.770524741801204,0.0635632256944157,-0.4934678067007133,-0.27390261381461595,0.06318000303848134,0.24756742669187756,SF
257,455,230.3265962832927,28.15224766117177,3,19.871523,18.331038,17.40912,16.961386,16.622196,0.05908675,0.008630485,0.006371288,0.006298595,0.014679477,2078450605583525888,0.12401533,2.3629593e-05,95.23229,16.999676,16.925274,45.151546,21.637888,17.06782,3.95135,4.1987996,2.9028864,2.7397478,3.1413343,2.55033,2.6154454,2.225542,10.919967856755193,0.0569596352303832,-0.3241116024494692,-0.0019049360337169826,0.08236719989891957,0.23529202726485404,Comp.
258,456,229.95506742443308,28.07187290290309,3,19.540228,17.573927,16.714796,16.31359,15.992536,0.034693163,0.0050773253,0.0040911436,0.004116348,0.0078300275,2078461050943989760,0.045993112,1.5154669e-05,63.670425,27.827011,30.539276,57.960266,22.677929,16.61769,13.99787,5.1883845,4.1315584,4.233362,4.8046784,4.2554646,4.2560005,4.0876703,10.084695439927474,0.0861509634703632,-0.040807378855101155,0.04039217725003472,0.11624145450283581,0.2031250594667839,Liner
259,458,232.26310178494464,27.4483036202001,3,19.377703,17.846886,17.080086,16.648315,16.348406,0.041373752,0.006546388,0.005296933,0.005246364,0.011873515,2079540496534890496,0.069714025,7.0365727e-06,452.57358,82.52869,22.844734,238.99907,69.77262,59.986584,16.955238,5.91254,3.4423275,3.13747,4.367462,3.3745635,3.2053733,2.580787,10.433375893985868,0.053299395787945,-0.27729298642978883,-0.557818845917598,0.022463591800099422,0.14353308441433835,Comp.
260,460,231.1812622386292,29.42254656849051,3,19.201927,18.009523,17.293379,16.891478,16.66943,0.036508515,0.0073125972,0.0060229283,0.006176879,0.014627122,1857757164651702272,0.15039903,1.0090764e-05,214.28593,52.270527,12.035851,101.74699,43.65184,31.364332,9.9763775,3.6084387,2.634686,2.5327387,3.1037667,2.5851688,2.2256556,2.1425695,11.06158535048755,0.0297698996929918,-0.3234720859575709,-0.6377800760737726,0.03484399610613767,0.21638539408294188,SF
261,465,230.5718713830433,29.36452493000058,3,19.38633,18.257961,17.620487,17.261187,17.075787,0.06232831,0.010327921,0.008732645,0.010584543,0.034838747,1858939693903669248,0.12371327,1.6655002e-05,53.313133,16.416986,6.5933347,19.846085,10.016821,6.659701,3.4068441,2.8366444,2.0355217,1.9586416,2.1300654,1.4064322,1.3842883,1.335816,10.75394870527055,0.0550994669001965,-0.42915935793830473,-0.3961883052689849,0.11979389621223399,0.32190085727968265,SF
262,467,228.4745389709617,28.731419169719228,3,19.941011,18.429476,17.614021,17.143484,16.82249,0.076520875,0.010125708,0.008123246,0.007867211,0.02144575,2077330477626189824,0.0797144,1.4511258e-05,65.87694,13.704838,7.720116,23.024277,10.657285,9.882411,3.3087974,1.9052342,1.823617,1.6362436,1.4873295,1.513849,1.3979251,1.1331521,10.595313029726384,0.0308040371597682,-0.4565474163560419,-0.24925008031065715,0.07077692342342146,0.25025355217508777,SF
263,469,229.42971466620529,29.69028489264187,3,19.00687,17.341927,16.470428,16.05683,15.7472925,0.027496131,0.004977406,0.003822139,0.0038239479,0.0075533963,2077455272195942400,0.12800622,1.4530676e-05,219.15866,45.42994,101.955734,178.65807,55.2404,43.891388,14.132434,4.9742637,3.1097035,4.015176,4.616028,3.9949567,4.1601696,3.3106306,11.068978444380171,0.0227405577645713,-0.08873599826791322,0.35106949232742457,0.03439069416985271,0.07897077006367222,Liner
264,470,230.9215362578808,28.06887348105892,3,19.807985,18.081228,17.103909,16.621952,16.222532,0.08276908,0.009375107,0.006676165,0.0065923557,0.015435806,2078432188763760640,0.12566382,1.9327987e-05,66.89978,10.817709,10.107558,31.107546,19.175747,10.484367,1.0330939,2.8108916,2.080264,2.323542,2.434847,2.2698276,2.218031,1.8633852,11.212887214249957,0.0353957128190174,-0.3325589375866109,-0.029489052479674475,0.08883622113476833,0.29970905528229336,Comp.
265,475,231.7644480881332,29.640316746497096,3,19.775892,18.05989,17.437674,17.096727,16.84247,0.048662327,0.006861155,0.0057721674,0.006091754,0.016838351,1857736823686588416,0.055408016,7.9469955e-06,279.76947,62.912674,79.65159,69.4975,59.306694,44.437973,12.962223,4.239325,2.908798,3.2937465,2.6583881,2.5259192,2.334509,1.9971621,9.759128078333864,0.0134542411723261,-0.6048311379076147,0.10245630503085593,0.04114356854090017,0.06202984525992269,SF
266,478,232.17244498414408,29.07484401273948,3,17.6158,15.968621,15.135979,14.716358,14.401105,0.019767271,0.003250907,0.002732863,0.0028032155,0.0053825644,1860063121805174784,0.064690925,1.5248911e-05,74.57007,23.837158,26.091225,71.386284,23.354633,13.383959,1.3128822,5.674075,4.3036733,4.9341598,6.0475183,4.9961576,5.0710196,4.6090875,11.088198126932648,0.0741040542605729,-0.018949775342441137,0.03923999486285739,0.11387039589839941,0.2614568637621021,Liner
267,480,231.8282239828904,29.405586132635936,3,19.132467,18.00273,17.428295,17.105227,16.8319,0.03644115,0.007514997,0.0064726938,0.0069816345,0.020467028,1860081263747033088,0.050376225,8.466331e-06,303.49286,78.79792,44.108494,113.44674,65.19981,49.122227,7.767318,4.439067,2.8574102,2.68478,2.7240915,2.2820523,2.1559622,1.6431497,9.938142360609756,0.0477495496533329,-0.4273564577457136,-0.2519925238488467,0.02811613341133307,0.07085082402112708,SF
268,481,232.12998646393208,29.47622315616745,3,19.899977,18.4589,17.764677,17.282911,16.958015,0.07145762,0.010125476,0.036079682,0.0087993,0.022784214,1860093358374938624,0.05971113,1.6318278e-05,72.95515,17.80161,11.201796,24.367508,17.204576,11.899629,2.0070276,2.041325,1.9777728,1.7507089,1.7243378,1.4063232,1.3692063,1.1587989,10.179394787112066,0.0747842379712214,-0.47624483741211476,-0.20117162291515886,0.07609486420103642,0.19175347596782283,SF
269,483,231.10445243859343,27.559828626481305,3,17.971956,16.203442,15.307022,14.873508,14.532885,0.025150726,0.0036692822,0.0028891612,0.002876993,0.0058044284,2078413497066088448,0.06748503,1.4385049e-05,335.8097,73.380264,64.26262,212.62434,80.727234,59.439827,22.485132,6.3561273,3.9351592,4.4600945,5.614408,4.713081,4.5756187,3.8726192,11.073744254763367,0.0420412664225994,-0.19848025821231297,-0.05762084203273846,0.03248845658438697,0.08770854737842508,Comp.
270,485,229.94954708122933,27.77268752772788,3,19.017847,16.959192,15.934296,15.418305,15.051202,0.050077606,0.0053613507,0.0037881727,0.003616621,0.00692371,2078481117031196672,0.084127955,1.9587376e-05,103.53006,26.437868,38.133926,95.17199,60.24573,43.160538,36.683434,4.5140486,3.3594565,3.6074243,4.137964,4.5720563,4.0458593,3.8065379,11.377469161210469,0.0046630955812231,-0.03655731541035235,0.15908508957954628,0.06157501396531896,0.15841618788966752,Liner
271,486,230.0778558883986,29.522701137219965,3,19.697157,18.258816,17.693897,17.373787,17.152077,0.06459887,0.010134538,0.00862234,0.0099730315,0.030935256,2078522348717238272,0.049008295,7.994773e-06,165.2459,44.37056,20.659184,49.79469,39.841164,28.38531,6.2961354,2.798301,2.1498995,1.9511855,1.8584129,1.7974085,1.66576,1.3995738,9.420474751437252,0.1157418919943931,-0.5209476598027043,-0.33198174628931665,0.040983665074907714,0.1061500967141395,SF
272,488,230.4375133733296,29.299881472089943,3,20.092884,18.218374,17.165241,16.611113,16.220207,0.08075127,0.008206915,0.005536137,0.0053897435,0.011074607,2078555883821885440,0.11289759,2.197835e-05,191.4716,27.121534,358.1906,160.82986,55.739452,38.23288,23.973783,4.693545,2.8849368,7.1854253,4.0884147,3.5353427,3.2595675,2.9059372,11.201406742431132,0.0078902797758803,-0.07573768251105231,1.1207999347852335,0.03531432885313254,0.10824576193590559,Seyfert
